ID,Purchase_Date,Type_of_Payment,Cus_Email,GS_Longitude,GS_Latitude,Pump_ID,Tank_ID
361,01/07/22,Credit Card,,39.62454,21.555351,,
362,02/09/22,Cash,dbushelle8@shareasale.com,37.887318,22.785831,,
363,24/09/22,Debit Card,tscrivenfy@springer.com,39.877714,21.358061,,
364,14/04/22,Debit Card,afarryannrn@pbs.org,36.822306,21.744172,,
365,16/02/22,Credit Card,ksargantkd@tiny.cc,37.278692,21.092014,,
366,13/12/22,Credit Card,rpuryhi@webnode.com,37.183855,21.434547,,
367,12/11/22,Credit Card,lbatchelor6@multiply.com,39.42864,21.391072,,
368,23/01/22,Cash,falmeidady@t.co,36.878025,22.721308,,
369,14/11/22,Debit Card,ddjurkovicc6@ycombinator.com,38.153323,22.51488,,
370,27/10/22,Credit Card,llanferl0@typepad.com,38.614483,22.711832,,
371,20/09/22,Cash,maldritt24@163.com,39.523325,22.588122,,
372,10/11/22,Cash,resselin3e@blog.com,38.82109,21.136778,,
373,02/08/22,Credit Card,ckapelhoffd1@sohu.com,36.134797,21.639669,,
374,17/09/22,Cash,rgisborne8n@theglobeandmail.com,37.38102,22.021288,,
375,15/02/22,Credit Card,ubelonekf@wufoo.com,37.988127,22.115035,,
376,12/09/22,Cash,dconstancecb@trellian.com,36.655448,22.759316,,
377,19/06/22,Cash,,38.007562,21.225408,,
378,12/01/22,Credit Card,fmallinar7p@histats.com,37.066891,21.200989,,
379,27/08/22,Credit Card,mdjokovic9l@boston.com,37.496027,22.908386,,
380,09/06/22,Cash,ncrepelo6@reference.com,39.532177,22.166377,,
381,21/07/22,Cash,jmcmackin9h@usnews.com,38.681253,22.826654,,
382,08/09/22,Cash,afeatherby1j@ucoz.com,36.190598,22.952309,,
383,31/03/22,Debit Card,galdhouseca@google.de,39.243902,21.819605,,
384,14/04/22,Cash,datyea4w@ifeng.com,39.362558,22.372545,,
385,27/03/22,Debit Card,hmulrane7@smugmug.com,38.2019,21.428285,,
386,24/08/22,Cash,bgrestyejc@spiegel.de,37.793219,22.508819,,
387,09/11/22,Cash,jreichelti8@sourceforge.net,36.655448,22.759316,,
388,20/10/22,Cash,tmountainy@linkedin.com,38.007562,21.225408,,
389,24/09/22,Credit Card,sjakubowskyjn@behance.net,37.496027,22.908386,,
390,07/04/22,Credit Card,mbrambillo3@stumbleupon.com,36.776168,22.201528,,
391,28/10/22,Credit Card,,39.532177,22.166377,,
392,05/07/22,Debit Card,dcoot45@apple.com,36.02151,22.480999,,
393,19/07/22,Cash,,39.159734,22.717787,,
394,29/12/22,Cash,bmitcheson61@google.ca,38.681253,22.826654,,
395,21/10/22,Debit Card,icullefordos@alexa.com,36.190598,22.952309,,
396,29/01/22,Cash,faldisej@microsoft.com,39.243902,21.819605,,
397,03/08/22,Debit Card,kmarkushkinlj@spotify.com,39.62454,21.555351,,
398,08/08/22,Credit Card,ccannellq2@gov.uk,39.362558,22.372545,,
399,29/04/22,Debit Card,ymasson3c@google.nl,37.887318,22.785831,,
400,05/08/22,Credit Card,,38.2019,21.428285,,
401,07/01/22,Credit Card,ngodingqe@senate.gov,37.942487,21.152171,,
402,14/12/22,Credit Card,gedmeadsms@booking.com,37.988127,22.115035,,
403,18/07/22,Cash,tsibylla3b@parallels.com,38.007562,21.225408,,
404,30/05/22,Debit Card,rsoaneqk@exblog.jp,37.066891,21.200989,,
405,13/01/22,Cash,nionnisian3f@oakley.com,38.681253,22.826654,,
406,12/08/22,Debit Card,cundyfh@acquirethisname.com,36.190598,22.952309,,
407,22/03/22,Credit Card,pshoppeeni@newyorker.com,39.243902,21.819605,,
408,24/09/22,Debit Card,,39.62454,21.555351,,
409,28/11/22,Debit Card,efancourtm7@auda.org.au,38.987,22.57105,,
410,20/04/22,Debit Card,elurrimanpb@sbwire.com,37.887318,22.785831,,
411,29/05/22,Debit Card,,36.822306,21.744172,,
412,18/10/22,Credit Card,,37.278692,21.092014,,
413,30/03/22,Debit Card,bkowalu@tinypic.com,38.2019,21.428285,,
414,09/06/22,Credit Card,jedemt@cnn.com,37.942487,21.152171,,
415,24/12/22,Credit Card,gmatyjam5@nymag.com,37.496027,22.908386,,
416,15/05/22,Credit Card,npennellsph@xinhuanet.com,39.532177,22.166377,,
417,01/02/22,Debit Card,,37.988127,22.115035,,
418,26/10/22,Debit Card,rmuncie93@bing.com,37.793219,22.508819,,
419,06/02/22,Cash,rmcleank4@4shared.com,36.655448,22.759316,,
420,29/10/22,Credit Card,rgobeauxk7@wunderground.com,36.776168,22.201528,,
421,08/02/22,Cash,wperell9@google.co.jp,36.02151,22.480999,,
422,06/05/22,Credit Card,zhassentap@ovh.net,36.190598,22.952309,,
423,27/08/22,Cash,,38.682971,22.038279,,
424,10/05/22,Debit Card,,37.793219,22.508819,,
425,07/06/22,Cash,mambergerpe@alibaba.com,36.655448,22.759316,,
426,04/12/22,Debit Card,dgeorgesonbb@infoseek.co.jp,38.007562,21.225408,,
427,06/10/22,Debit Card,lpead7o@imgur.com,37.496027,22.908386,,
428,02/08/22,Credit Card,rmatiashvilii4@dailymotion.com,39.159734,22.717787,,
429,08/10/22,Debit Card,hmalek3r@about.com,38.681253,22.826654,,
430,02/11/22,Cash,emattiuzzi30@mysql.com,38.262807,22.778594,,
431,07/10/22,Cash,gshirlandcu@com.com,37.942487,21.152171,,
432,16/10/22,Credit Card,promaint3n@skyrock.com,37.793219,22.508819,,
433,17/03/22,Cash,zjoyqh@google.nl,36.655448,22.759316,,
434,15/08/22,Cash,doldredj3@instagram.com,37.066891,21.200989,,
435,12/05/22,Debit Card,,36.776168,22.201528,,
436,31/05/22,Credit Card,bgrestyejc@spiegel.de,36.02151,22.480999,,
437,19/10/22,Debit Card,kfennersnp@miibeian.gov.cn,38.681253,22.826654,,
438,07/01/22,Cash,preaynu@sbwire.com,38.682971,22.038279,,
439,03/11/22,Credit Card,bbortolie0@purevolume.com,37.942487,21.152171,,
440,06/05/22,Credit Card,ldaniells7a@google.cn,37.988127,22.115035,,
441,18/10/22,Credit Card,strelevan9i@businesswire.com,39.778374,22.116495,,
442,20/12/22,Credit Card,rdunkerly3k@blogger.com,38.614483,22.711832,,
443,18/07/22,Cash,,39.523325,22.588122,,
444,04/09/22,Cash,skettleson69@goodreads.com,38.82109,21.136778,,
445,16/10/22,Cash,fgregonlu@t.co,38.084575,22.01898,,
446,07/02/22,Credit Card,pandriuzzihv@yahoo.co.jp,38.682971,22.038279,,
447,06/09/22,Cash,ugerreltsoj@deviantart.com,37.942487,21.152171,,
448,08/12/22,Credit Card,ddumbellowjx@mit.edu,37.988127,22.115035,,
449,05/09/22,Debit Card,kdallimorepk@marriott.com,37.793219,22.508819,,
450,23/07/22,Debit Card,mheavydi@ning.com,36.655448,22.759316,,
451,13/03/22,Cash,lbricknerqv@chronoengine.com,38.007562,21.225408,,
452,22/08/22,Cash,pvendittiq@slideshare.net,39.877714,21.358061,,
453,16/12/22,Credit Card,pferronier1@thetimes.co.uk,37.958652,22.670532,,
454,05/05/22,Cash,cgiacobbinijacobbg@furl.net,37.278692,21.092014,,
455,24/01/22,Cash,tchoppenji@bbc.co.uk,39.42864,21.391072,,
456,01/09/22,Debit Card,drylattmm@plala.or.jp,39.537578,22.594296,,
457,12/03/22,Debit Card,ssatterfitt73@facebook.com,38.682971,22.038279,,
458,08/12/22,Cash,sbeadled2@51.la,37.942487,21.152171,,
459,16/08/22,Cash,sgirod6d@stumbleupon.com,37.988127,22.115035,,
460,15/08/22,Credit Card,,39.877714,21.358061,,
461,04/09/22,Credit Card,tfaye5n@elegantthemes.com,37.958652,22.670532,,
462,30/12/22,Credit Card,mcoulthart3@privacy.gov.au,37.278692,21.092014,,
463,25/02/22,Credit Card,kridge8o@bbc.co.uk,39.523325,22.588122,,
464,21/11/22,Debit Card,oeilersqp@cbc.ca,38.82109,21.136778,,
465,12/01/22,Debit Card,promaint3n@skyrock.com,38.551598,21.209075,,
466,12/07/22,Debit Card,,39.243902,21.819605,,
467,27/05/22,Debit Card,,39.62454,21.555351,,
468,24/07/22,Cash,gcorkellld@lulu.com,39.362558,22.372545,,
469,15/02/22,Cash,tlavrinov1k@miitbeian.gov.cn,39.778374,22.116495,,
470,25/07/22,Cash,gshirlandcu@com.com,38.614483,22.711832,,
471,04/07/22,Cash,slintonom@geocities.com,39.523325,22.588122,,
472,14/04/22,Cash,chuffey1x@narod.ru,37.793219,22.508819,,
473,06/09/22,Cash,ocochercf@gizmodo.com,36.655448,22.759316,,
474,05/07/22,Debit Card,tmacgrathd8@omniture.com,38.007562,21.225408,,
475,12/07/22,Cash,vbeavington5b@examiner.com,37.066891,21.200989,,
476,22/10/22,Credit Card,jhawthorn7u@abc.net.au,39.159734,22.717787,,
477,23/01/22,Debit Card,rgergely23@shinystat.com,39.362558,22.372545,,
478,06/02/22,Credit Card,ndomelowly@gnu.org,39.877714,21.358061,,
479,09/04/22,Cash,lfuscoh0@slashdot.org,37.958652,22.670532,,
480,18/06/22,Debit Card,mlanchburyf9@wired.com,37.278692,21.092014,,
481,04/08/22,Cash,,39.42864,21.391072,,
482,04/02/22,Credit Card,fimlachee@whitehouse.gov,37.988127,22.115035,,
483,05/06/22,Debit Card,jspatarodl@wix.com,37.793219,22.508819,,
484,27/03/22,Debit Card,,36.655448,22.759316,,
485,31/10/22,Cash,,38.007562,21.225408,,
486,15/02/22,Cash,teyeb8@jimdo.com,37.278692,21.092014,,
487,15/12/22,Cash,ilandes3o@macromedia.com,39.42864,21.391072,,
488,27/06/22,Debit Card,,38.084575,22.01898,,
489,16/10/22,Credit Card,kcousens6b@wix.com,39.778374,22.116495,,
490,02/06/22,Cash,nkeach26@mediafire.com,38.614483,22.711832,,
491,24/01/22,Cash,,38.2019,21.428285,1.0,1.0
492,01/09/22,Cash,adannatt6t@hud.gov,38.262807,22.778594,1.0,1.0
493,12/03/22,Debit Card,,38.682971,22.038279,1.0,1.0
494,08/12/22,Credit Card,rbeesoy@ucsd.edu,37.942487,21.152171,1.0,1.0
495,16/08/22,Debit Card,lsetter8m@printfriendly.com,37.988127,22.115035,1.0,1.0
496,15/08/22,Cash,osoaper2i@cyberchimps.com,37.793219,22.508819,1.0,1.0
497,04/09/22,Debit Card,nionnisian3f@oakley.com,36.655448,22.759316,1.0,1.0
498,30/12/22,Debit Card,rtouseyns@prlog.org,38.007562,21.225408,1.0,1.0
499,25/02/22,Credit Card,alubecv@shutterfly.com,37.066891,21.200989,1.0,1.0
500,21/11/22,Credit Card,csheekeyr1@stumbleupon.com,37.496027,22.908386,1.0,1.0
501,12/01/22,Cash,scogglesjw@nytimes.com,36.776168,22.201528,1.0,1.0
502,12/07/22,Cash,,39.532177,22.166377,1.0,1.0
503,27/05/22,Cash,nniblett77@1688.com,36.02151,22.480999,1.0,1.0
504,24/07/22,Cash,ktommenn6@cyberchimps.com,39.159734,22.717787,1.0,1.0
505,15/02/22,Credit Card,rtheurernj@census.gov,38.681253,22.826654,1.0,1.0
506,25/07/22,Debit Card,,36.190598,22.952309,1.0,1.0
507,04/07/22,Debit Card,iboall7@go.com,39.243902,21.819605,1.0,1.0
508,14/04/22,Credit Card,,39.62454,21.555351,1.0,1.0
509,06/09/22,Debit Card,sconenro@altervista.org,39.362558,22.372545,1.0,1.0
510,05/07/22,Credit Card,griccettijh@pcworld.com,38.987,22.57105,1.0,1.0
511,12/07/22,Cash,dtrimmell75@oaic.gov.au,37.887318,22.785831,1.0,1.0
512,22/10/22,Debit Card,bballinghallhr@dell.com,39.877714,21.358061,1.0,1.0
513,23/01/22,Credit Card,,36.822306,21.744172,1.0,1.0
514,06/02/22,Debit Card,,37.958652,22.670532,1.0,1.0
515,09/04/22,Debit Card,gshirlandcu@com.com,37.278692,21.092014,1.0,1.0
516,18/06/22,Credit Card,rmuncie93@bing.com,39.087018,22.459516,1.0,1.0
517,04/08/22,Cash,sjaggersls@hp.com,37.183855,21.434547,1.0,1.0
518,04/02/22,Cash,dgilleond9@economist.com,37.40737,22.022397,1.0,1.0
519,05/06/22,Debit Card,rleydoncy@mlb.com,39.559869,21.073529,1.0,1.0
520,27/03/22,Debit Card,rnorkett1z@admin.ch,39.42864,21.391072,1.0,1.0
521,31/10/22,Debit Card,ddjordjevicek@indiegogo.com,36.878025,22.721308,1.0,1.0
522,15/02/22,Debit Card,nriepl20@51.la,38.084575,22.01898,1.0,1.0
523,15/12/22,Credit Card,,39.778374,22.116495,1.0,1.0
524,27/06/22,Debit Card,dtarten3@printfriendly.com,38.153323,22.51488,1.0,1.0
525,16/10/22,Credit Card,csheekeyr1@stumbleupon.com,36.182171,21.035169,1.0,1.0
526,02/06/22,Cash,kpiatti7g@fastcompany.com,38.614483,22.711832,1.0,1.0
527,24/04/22,Cash,gvittek@rambler.ru,39.917906,22.189849,1.0,1.0
528,09/11/22,Credit Card,lvanyakinkc@microsoft.com,38.263947,22.4074,1.0,1.0
529,11/08/22,Debit Card,fgeerekg@nature.com,39.523325,22.588122,1.0,1.0
530,13/03/22,Debit Card,vrilston9u@comsenz.com,38.82109,21.136778,1.0,1.0
531,14/01/22,Credit Card,,36.135136,22.066818,1.0,1.0
532,28/12/22,Cash,jyanovfa@cocolog-nifty.com,38.551598,21.209075,1.0,1.0
533,16/06/22,Debit Card,amiddleton89@toplist.cz,36.134797,21.639669,1.0,1.0
534,23/01/22,Credit Card,dgilleond9@economist.com,37.38102,22.021288,1.0,1.0
535,03/12/22,Credit Card,dhealygr@reuters.com,39.248553,21.902334,1.0,1.0
536,03/08/22,Credit Card,jfinlaisonbw@myspace.com,38.815164,22.113392,1.0,1.0
537,05/10/22,Cash,ebergenpv@hc360.com,39.537578,22.594296,1.0,1.0
538,10/05/22,Credit Card,,39.264855,21.420545,1.0,1.0
539,14/11/22,Debit Card,,36.316855,22.214117,1.0,1.0
540,12/05/22,Debit Card,kpiatti7g@fastcompany.com,36.413642,22.802954,1.0,1.0
541,23/06/22,Credit Card,,38.2019,21.428285,,
542,10/05/22,Debit Card,ebayntonkm@sciencedirect.com,38.262807,22.778594,,
543,09/05/22,Cash,lmcguffk0@wp.com,38.682971,22.038279,,
544,09/06/22,Debit Card,rkoene4r@cnet.com,37.942487,21.152171,,
545,31/10/22,Credit Card,hizsak7@bing.com,37.988127,22.115035,,
546,01/04/22,Credit Card,dconstancecb@trellian.com,37.793219,22.508819,,
547,09/07/22,Debit Card,bnormanvilled7@edublogs.org,36.655448,22.759316,,
548,26/06/22,Debit Card,tschultz62@cloudflare.com,38.007562,21.225408,,
549,11/05/22,Credit Card,mphilsonov@noaa.gov,37.066891,21.200989,,
550,17/05/22,Cash,mbarajazqo@china.com.cn,37.496027,22.908386,,
551,06/01/22,Debit Card,pjennensl4@loc.gov,36.776168,22.201528,,
552,13/05/22,Cash,njayegm@so-net.ne.jp,39.532177,22.166377,,
553,13/07/22,Credit Card,jheatleykh@sciencedaily.com,36.02151,22.480999,,
554,29/10/22,Debit Card,slysaght98@oracle.com,39.159734,22.717787,,
555,31/03/22,Cash,abrymhamfz@nyu.edu,38.681253,22.826654,,
556,14/10/22,Credit Card,cpalleqn@dailymail.co.uk,36.190598,22.952309,,
557,26/01/22,Debit Card,,39.243902,21.819605,,
558,30/10/22,Credit Card,jgiblina0@sciencedirect.com,39.62454,21.555351,,
559,11/10/22,Cash,rbeesoy@ucsd.edu,39.362558,22.372545,,
560,12/06/22,Credit Card,oaubrio5@godaddy.com,38.987,22.57105,,
561,09/10/22,Debit Card,fhanniganlo@intel.com,37.887318,22.785831,,
562,25/04/22,Debit Card,lpiotraa@ucla.edu,39.877714,21.358061,,
563,06/02/22,Credit Card,bseathwright33@loc.gov,36.822306,21.744172,,
564,11/07/22,Debit Card,,37.958652,22.670532,,
565,23/03/22,Credit Card,,37.278692,21.092014,,
566,30/06/22,Credit Card,khoolaghan78@amazon.co.jp,39.087018,22.459516,,
567,16/11/22,Debit Card,,37.183855,21.434547,,
568,14/06/22,Debit Card,cdondonk9@mac.com,37.40737,22.022397,,
569,23/08/22,Cash,,39.559869,21.073529,,
570,20/10/22,Debit Card,mcayet35@soup.io,39.42864,21.391072,,
571,17/10/22,Debit Card,,36.878025,22.721308,,
572,21/10/22,Debit Card,lzoppog5@ihg.com,38.084575,22.01898,,
573,12/08/22,Debit Card,vblackeybd@tripod.com,39.778374,22.116495,,
574,31/07/22,Debit Card,fdolr@drupal.org,38.153323,22.51488,,
575,16/10/22,Debit Card,cskillql@seattletimes.com,36.182171,21.035169,,
576,09/04/22,Credit Card,jfinlaisonbw@myspace.com,38.614483,22.711832,,
577,15/12/22,Debit Card,wtoplissih@home.pl,39.917906,22.189849,,
578,19/05/22,Credit Card,,38.263947,22.4074,,
579,13/03/22,Cash,cwalducka2@chronoengine.com,39.523325,22.588122,,
580,10/11/22,Cash,pseefuscl@wikimedia.org,38.82109,21.136778,,
581,22/05/22,Credit Card,cnutterl3@ow.ly,38.262807,22.778594,,
582,23/11/22,Debit Card,laxupg8@bandcamp.com,37.942487,21.152171,,
583,09/10/22,Debit Card,njayegm@so-net.ne.jp,37.988127,22.115035,,
584,16/07/22,Debit Card,,38.007562,21.225408,,
585,30/07/22,Debit Card,adimockgk@census.gov,39.532177,22.166377,,
586,24/02/22,Debit Card,fbenoistl9@google.de,39.159734,22.717787,,
587,21/02/22,Credit Card,,36.190598,22.952309,,
588,15/07/22,Cash,bcowperthwaite4b@oracle.com,39.243902,21.819605,,
589,29/01/22,Debit Card,sgiraudotm2@msn.com,37.887318,22.785831,,
590,09/08/22,Cash,,37.958652,22.670532,,
591,22/12/22,Credit Card,kmanueau6u@time.com,37.278692,21.092014,,
592,27/11/22,Cash,sedgingtonnc@google.cn,39.087018,22.459516,,
593,04/01/22,Credit Card,afarryannrn@pbs.org,37.183855,21.434547,,
594,14/07/22,Credit Card,jkubek1y@creativecommons.org,37.40737,22.022397,,
595,05/07/22,Debit Card,rtolefreelh@blogspot.com,38.614483,22.711832,,
596,07/03/22,Credit Card,jnencib7@tmall.com,39.917906,22.189849,,
597,10/12/22,Debit Card,jedwardnw@devhub.com,38.263947,22.4074,,
598,01/02/22,Cash,ajohansseno0@squarespace.com,38.262807,22.778594,,
599,03/07/22,Debit Card,slilleyaz@nhs.uk,38.682971,22.038279,,
600,17/12/22,Cash,oeilersqp@cbc.ca,37.942487,21.152171,,
601,01/01/22,Cash,nriepl20@51.la,37.988127,22.115035,,
602,27/01/22,Debit Card,xshearstone5f@state.gov,36.655448,22.759316,,
603,16/03/22,Cash,tbrassillp2@yolasite.com,38.007562,21.225408,,
604,06/12/22,Debit Card,cgiacobbinijacobbg@furl.net,37.066891,21.200989,,
605,20/06/22,Credit Card,,38.681253,22.826654,,
606,06/05/22,Credit Card,,39.62454,21.555351,,
607,09/10/22,Cash,dbushelle8@shareasale.com,37.887318,22.785831,,
608,03/04/22,Debit Card,tscrivenfy@springer.com,39.877714,21.358061,,
609,16/03/22,Debit Card,afarryannrn@pbs.org,36.822306,21.744172,,
610,17/08/22,Credit Card,ksargantkd@tiny.cc,37.278692,21.092014,,
611,25/02/22,Credit Card,rpuryhi@webnode.com,37.183855,21.434547,,
612,13/05/22,Credit Card,lbatchelor6@multiply.com,39.42864,21.391072,,
613,15/01/22,Cash,falmeidady@t.co,36.878025,22.721308,,
614,31/08/22,Debit Card,ddjurkovicc6@ycombinator.com,38.153323,22.51488,,
615,20/03/22,Credit Card,llanferl0@typepad.com,38.614483,22.711832,,
616,30/10/22,Cash,maldritt24@163.com,39.523325,22.588122,,
617,23/08/22,Cash,resselin3e@blog.com,38.82109,21.136778,,
618,24/07/22,Credit Card,ckapelhoffd1@sohu.com,36.134797,21.639669,,
619,01/03/22,Cash,rgisborne8n@theglobeandmail.com,37.38102,22.021288,,
620,03/01/22,Credit Card,ubelonekf@wufoo.com,37.988127,22.115035,,
621,04/08/22,Cash,dconstancecb@trellian.com,36.655448,22.759316,,
622,02/11/22,Cash,,38.007562,21.225408,,
623,28/09/22,Credit Card,fmallinar7p@histats.com,37.066891,21.200989,,
624,17/06/22,Credit Card,mdjokovic9l@boston.com,37.496027,22.908386,,
625,25/09/22,Cash,ncrepelo6@reference.com,39.532177,22.166377,,
626,31/08/22,Cash,jmcmackin9h@usnews.com,38.681253,22.826654,,
627,21/03/22,Cash,afeatherby1j@ucoz.com,36.190598,22.952309,,
628,26/02/22,Debit Card,galdhouseca@google.de,39.243902,21.819605,,
629,09/04/22,Cash,datyea4w@ifeng.com,39.362558,22.372545,,
630,21/04/22,Debit Card,hmulrane7@smugmug.com,38.2019,21.428285,,
631,24/03/22,Cash,bgrestyejc@spiegel.de,37.793219,22.508819,,
632,16/10/22,Cash,jreichelti8@sourceforge.net,36.655448,22.759316,,
633,14/09/22,Cash,tmountainy@linkedin.com,38.007562,21.225408,,
634,21/07/22,Credit Card,sjakubowskyjn@behance.net,37.496027,22.908386,,
635,13/08/22,Credit Card,mbrambillo3@stumbleupon.com,36.776168,22.201528,,
636,09/06/22,Credit Card,,39.532177,22.166377,,
637,30/09/22,Debit Card,dcoot45@apple.com,36.02151,22.480999,,
638,06/02/22,Cash,,39.159734,22.717787,,
639,19/01/22,Cash,bmitcheson61@google.ca,38.681253,22.826654,,
640,29/04/22,Debit Card,icullefordos@alexa.com,36.190598,22.952309,,
641,05/06/22,Cash,faldisej@microsoft.com,39.243902,21.819605,,
642,01/07/22,Debit Card,kmarkushkinlj@spotify.com,39.62454,21.555351,,
643,02/09/22,Credit Card,ccannellq2@gov.uk,39.362558,22.372545,,
644,24/09/22,Debit Card,ymasson3c@google.nl,37.887318,22.785831,,
645,14/04/22,Credit Card,,38.2019,21.428285,,
646,16/02/22,Credit Card,ngodingqe@senate.gov,37.942487,21.152171,,
647,13/12/22,Credit Card,gedmeadsms@booking.com,37.988127,22.115035,,
648,12/11/22,Cash,tsibylla3b@parallels.com,38.007562,21.225408,,
649,23/01/22,Debit Card,rsoaneqk@exblog.jp,37.066891,21.200989,,
650,14/11/22,Cash,nionnisian3f@oakley.com,38.681253,22.826654,,
651,27/10/22,Debit Card,cundyfh@acquirethisname.com,36.190598,22.952309,,
652,20/09/22,Credit Card,pshoppeeni@newyorker.com,39.243902,21.819605,,
653,10/11/22,Debit Card,,39.62454,21.555351,,
654,02/08/22,Debit Card,efancourtm7@auda.org.au,38.987,22.57105,,
655,17/09/22,Debit Card,elurrimanpb@sbwire.com,37.887318,22.785831,,
656,15/02/22,Debit Card,,36.822306,21.744172,,
657,12/09/22,Credit Card,,37.278692,21.092014,,
658,19/06/22,Debit Card,bkowalu@tinypic.com,38.2019,21.428285,,
659,12/01/22,Credit Card,jedemt@cnn.com,37.942487,21.152171,,
660,27/08/22,Credit Card,gmatyjam5@nymag.com,37.496027,22.908386,,
661,09/06/22,Credit Card,npennellsph@xinhuanet.com,39.532177,22.166377,,
662,21/07/22,Debit Card,,37.988127,22.115035,,
663,08/09/22,Debit Card,rmuncie93@bing.com,37.793219,22.508819,,
664,31/03/22,Cash,rmcleank4@4shared.com,36.655448,22.759316,,
665,14/04/22,Credit Card,rgobeauxk7@wunderground.com,36.776168,22.201528,,
666,27/03/22,Cash,wperell9@google.co.jp,36.02151,22.480999,,
667,24/08/22,Credit Card,zhassentap@ovh.net,36.190598,22.952309,,
668,09/11/22,Cash,,38.682971,22.038279,,
669,20/10/22,Debit Card,,37.793219,22.508819,,
670,24/09/22,Cash,mambergerpe@alibaba.com,36.655448,22.759316,,
671,07/04/22,Debit Card,dgeorgesonbb@infoseek.co.jp,38.007562,21.225408,,
672,28/10/22,Debit Card,lpead7o@imgur.com,37.496027,22.908386,,
673,05/07/22,Credit Card,rmatiashvilii4@dailymotion.com,39.159734,22.717787,,
674,19/07/22,Debit Card,hmalek3r@about.com,38.681253,22.826654,,
675,29/12/22,Cash,emattiuzzi30@mysql.com,38.262807,22.778594,,
676,21/10/22,Cash,gshirlandcu@com.com,37.942487,21.152171,,
677,29/01/22,Credit Card,promaint3n@skyrock.com,37.793219,22.508819,,
678,03/08/22,Cash,zjoyqh@google.nl,36.655448,22.759316,,
679,08/08/22,Cash,doldredj3@instagram.com,37.066891,21.200989,,
680,29/04/22,Debit Card,,36.776168,22.201528,,
681,05/08/22,Credit Card,bgrestyejc@spiegel.de,36.02151,22.480999,,
682,07/01/22,Debit Card,kfennersnp@miibeian.gov.cn,38.681253,22.826654,,
683,14/12/22,Cash,preaynu@sbwire.com,38.682971,22.038279,,
684,18/07/22,Credit Card,bbortolie0@purevolume.com,37.942487,21.152171,,
685,30/05/22,Credit Card,ldaniells7a@google.cn,37.988127,22.115035,,
686,13/01/22,Credit Card,strelevan9i@businesswire.com,39.778374,22.116495,,
687,12/08/22,Credit Card,rdunkerly3k@blogger.com,38.614483,22.711832,,
688,22/03/22,Cash,,39.523325,22.588122,,
689,24/09/22,Cash,skettleson69@goodreads.com,38.82109,21.136778,,
690,28/11/22,Cash,fgregonlu@t.co,38.084575,22.01898,,
691,20/04/22,Credit Card,pandriuzzihv@yahoo.co.jp,38.682971,22.038279,,
692,29/05/22,Cash,ugerreltsoj@deviantart.com,37.942487,21.152171,,
693,18/10/22,Credit Card,ddumbellowjx@mit.edu,37.988127,22.115035,,
694,30/03/22,Debit Card,kdallimorepk@marriott.com,37.793219,22.508819,,
695,09/06/22,Debit Card,mheavydi@ning.com,36.655448,22.759316,,
696,24/12/22,Cash,lbricknerqv@chronoengine.com,38.007562,21.225408,,
697,15/05/22,Cash,pvendittiq@slideshare.net,39.877714,21.358061,,
698,01/02/22,Credit Card,pferronier1@thetimes.co.uk,37.958652,22.670532,,
699,26/10/22,Cash,cgiacobbinijacobbg@furl.net,37.278692,21.092014,,
700,06/02/22,Cash,tchoppenji@bbc.co.uk,39.42864,21.391072,,
701,29/10/22,Debit Card,drylattmm@plala.or.jp,39.537578,22.594296,,
702,08/02/22,Debit Card,ssatterfitt73@facebook.com,38.682971,22.038279,,
703,06/05/22,Cash,sbeadled2@51.la,37.942487,21.152171,,
704,27/08/22,Cash,sgirod6d@stumbleupon.com,37.988127,22.115035,,
705,10/05/22,Credit Card,,39.877714,21.358061,,
706,07/06/22,Credit Card,tfaye5n@elegantthemes.com,37.958652,22.670532,,
707,04/12/22,Credit Card,mcoulthart3@privacy.gov.au,37.278692,21.092014,,
708,06/10/22,Credit Card,kridge8o@bbc.co.uk,39.523325,22.588122,,
709,02/08/22,Debit Card,oeilersqp@cbc.ca,38.82109,21.136778,,
710,08/10/22,Debit Card,promaint3n@skyrock.com,38.551598,21.209075,,
711,02/11/22,Debit Card,,39.243902,21.819605,,
712,07/10/22,Debit Card,,39.62454,21.555351,,
713,16/10/22,Cash,gcorkellld@lulu.com,39.362558,22.372545,,
714,17/03/22,Cash,tlavrinov1k@miitbeian.gov.cn,39.778374,22.116495,,
715,15/08/22,Cash,gshirlandcu@com.com,38.614483,22.711832,,
716,12/05/22,Cash,slintonom@geocities.com,39.523325,22.588122,,
717,31/05/22,Cash,chuffey1x@narod.ru,37.793219,22.508819,,
718,19/10/22,Cash,ocochercf@gizmodo.com,36.655448,22.759316,,
719,07/01/22,Debit Card,tmacgrathd8@omniture.com,38.007562,21.225408,,
720,03/11/22,Cash,vbeavington5b@examiner.com,37.066891,21.200989,,
721,06/05/22,Credit Card,jhawthorn7u@abc.net.au,39.159734,22.717787,,
722,18/10/22,Debit Card,rgergely23@shinystat.com,39.362558,22.372545,,
723,20/12/22,Credit Card,ndomelowly@gnu.org,39.877714,21.358061,,
724,18/07/22,Cash,lfuscoh0@slashdot.org,37.958652,22.670532,,
725,04/09/22,Debit Card,mlanchburyf9@wired.com,37.278692,21.092014,,
726,16/10/22,Cash,,39.42864,21.391072,,
727,07/02/22,Credit Card,fimlachee@whitehouse.gov,37.988127,22.115035,,
